Data Zone,Local Authority Code,Local Authority Name,"Education, Skills and Training domain 2012 rank1","People aged 16-19 not in full time education, employment or training rate 
(School Leavers 2009/10-2010-11, DWP 2010 and 2011)","Proportion of 17- 21 year olds entering higher education 
(HESA 2008/09-2010/11)3","Pupil Performance on SQA at Stage 4 (SQA, 2008/09-2010/11)5","School Pupil Absences 
(Scottish Government, 2009/10-2010/11)4,5"
S01000464,110,Aberdeenshire,4005,6,13.91,178,6.1
S01000465,110,Aberdeenshire,5139,1,20.27,165,5.3
S01000466,110,Aberdeenshire,3660,3,8.7,180,6.3
S01000467,110,Aberdeenshire,2797,9,5.26,179,6.1
S01000468,110,Aberdeenshire,3465,4,8.7,194,7
S01000469,110,Aberdeenshire,4945,5,9.91,186,3.7
S01000470,110,Aberdeenshire,3180,7,*,185,5.5
S01000471,110,Aberdeenshire,3929,6.25,9.09,179,5.7
S01000472,110,Aberdeenshire,2811,7,*,106,5.8
S01000473,110,Aberdeenshire,691,14,*,175,9.2
S01000474,110,Aberdeenshire,3462,5,7.19,144,6
S01000475,110,Aberdeenshire,1625,7,*,183,6.9
S01000476,110,Aberdeenshire,4209,10,16.98,167,5.9
S01000477,110,Aberdeenshire,2749,5,5.19,145,6.7
S01000478,110,Aberdeenshire,1654,16,*,159,7.1
S01000479,110,Aberdeenshire,2308,7,6.49,200,6.9
S01000480,110,Aberdeenshire,4872,2,7.56,188,4.6
S01000481,110,Aberdeenshire,3718,4,7.39,125,5.8
S01000482,110,Aberdeenshire,585,23,*,144,8.9
S01000483,110,Aberdeenshire,1886,18,*,175,6.5
S01000484,110,Aberdeenshire,2777,8,5.19,204,7.6
S01000485,110,Aberdeenshire,4735,1,5.2,107,4.7
S01000486,110,Aberdeenshire,226,27,*,175,11
S01000487,110,Aberdeenshire,3780,4,6.98,119,5.5
S01000488,110,Aberdeenshire,1233,9,*,122,8.6
S01000489,110,Aberdeenshire,322,18,*,208,10.7
S01000490,110,Aberdeenshire,3545,4,*,103,6.5
S01000491,110,Aberdeenshire,218,24,*,116,9
S01000492,110,Aberdeenshire,749,6,*,200,8.4
S01000493,110,Aberdeenshire,2843,7,*,122,7.3
S01000494,110,Aberdeenshire,666,7,*,196,10.6
S01000495,110,Aberdeenshire,3802,4,6.34,193,5.2
S01000496,110,Aberdeenshire,4707,4,8.11,194,4.5
S01000497,110,Aberdeenshire,4675,2,7.78,199,4.5
S01000498,110,Aberdeenshire,5119,3.125,14.89,192,4.5
S01000499,110,Aberdeenshire,3735,4,6.99,142,6
S01000500,110,Aberdeenshire,1409,12,*,183,9.2
S01000501,110,Aberdeenshire,3192,7,6.78,199,5.8
S01000502,110,Aberdeenshire,4120,4,11.34,148,6.6
S01000503,110,Aberdeenshire,2733,8,8.89,175,7.9
S01000504,110,Aberdeenshire,3558,8,11.7,197,6.5
S01000505,110,Aberdeenshire,4149,1,7.84,202,5.9
S01000506,110,Aberdeenshire,4430,2,6.88,170,5.5
S01000507,110,Aberdeenshire,2472,3,*,171,6.1
S01000508,110,Aberdeenshire,3344,0.78125,5.26,150,6.7
S01000509,110,Aberdeenshire,3112,4,6.47,162,5.4
S01000510,110,Aberdeenshire,2336,5,*,205,7.3
S01000511,110,Aberdeenshire,4772,2,11.36,186,5.1
S01000512,110,Aberdeenshire,4451,5,6.29,159,4.5
S01000513,110,Aberdeenshire,2158,7,6.02,159,9
S01000514,110,Aberdeenshire,3280,7,10.83,188,6.8
S01000515,110,Aberdeenshire,4176,4,12.04,182,5.7
S01000516,110,Aberdeenshire,4002,2,5.63,153,5.1
S01000517,110,Aberdeenshire,2358,13,8.47,169,7.8
S01000518,110,Aberdeenshire,3005,8,5.26,223,5.8
S01000519,110,Aberdeenshire,5158,1,7.76,179,4.6
S01000520,110,Aberdeenshire,3640,3,9.09,136,6.1
S01000521,110,Aberdeenshire,1579,5,*,170,6.3
S01000522,110,Aberdeenshire,2419,11,*,162,6.9
S01000523,110,Aberdeenshire,1542,5,*,186,7.8
S01000524,110,Aberdeenshire,3508,3,6.38,178,5.4
S01000525,110,Aberdeenshire,3805,5,15.94,159,6.7
S01000526,110,Aberdeenshire,3155,5,9.76,222,7
S01000527,110,Aberdeenshire,4756,4,11.11,188,5.3
S01000528,110,Aberdeenshire,4320,0,14.84,173,6
S01000529,110,Aberdeenshire,3345,8,15.73,159,7.5
S01000530,110,Aberdeenshire,3832,3,6.85,151,4.7
S01000531,110,Aberdeenshire,2765,2,*,177,6.2
S01000532,110,Aberdeenshire,3284,8,9.87,183,6.4
S01000533,110,Aberdeenshire,3799,1,9.49,149,6.1
S01000534,110,Aberdeenshire,1015,22,*,188,7
S01000535,110,Aberdeenshire,3072,8,5.77,194,5.3
S01000536,110,Aberdeenshire,3535,7,*,197,6.1
S01000537,110,Aberdeenshire,4624,3,12.31,150,4.4
S01000538,110,Aberdeenshire,2830,6,6.02,167,5.8
S01000539,110,Aberdeenshire,2813,27,9.38,158,6.1
S01000540,110,Aberdeenshire,2582,9,9.03,172,7
S01000541,110,Aberdeenshire,2995,3,6.09,153,7.9
S01000542,110,Aberdeenshire,2438,6,5.63,209,6.2
S01000543,110,Aberdeenshire,4254,2.34375,9.49,167,4.8
S01000544,110,Aberdeenshire,3405,3,8.27,180,6
S01000545,110,Aberdeenshire,2786,12,*,184,6.4
S01000546,110,Aberdeenshire,2537,14,5.97,179,6.3
S01000547,110,Aberdeenshire,3066,4,*,177,5.2
S01000548,110,Aberdeenshire,3151,4,5.78,239,6.1
S01000549,110,Aberdeenshire,5406,1,6.67,226,4
S01000550,110,Aberdeenshire,5262,8,10.08,191,4.2
S01000551,110,Aberdeenshire,3524,3,*,221,5.6
S01000552,110,Aberdeenshire,4974,3,11.34,189,4.7
S01000553,110,Aberdeenshire,3987,0,5.43,165,5.9
S01000554,110,Aberdeenshire,2096,3,*,155,6.5
S01000555,110,Aberdeenshire,1858,6,*,126,7.1
S01000556,110,Aberdeenshire,1388,9,*,180,7
S01000557,110,Aberdeenshire,2922,4,*,224,6.2
S01000558,110,Aberdeenshire,5388,9.375,17.57,199,5.1
S01000559,110,Aberdeenshire,3769,8,12.86,123,5.4
S01000560,110,Aberdeenshire,1022,12.5,*,187,8.2
S01000561,110,Aberdeenshire,3925,4,5.65,134,4.9
S01000562,110,Aberdeenshire,1578,8.75,*,152,7.3
S01000563,110,Aberdeenshire,735,34,*,103,10
S01000564,110,Aberdeenshire,238,13,*,188,10.9
S01000565,110,Aberdeenshire,3463,5,*,145,5.4
S01000566,110,Aberdeenshire,1526,9,*,134,8.2
S01000567,110,Aberdeenshire,1328,12.5,*,169,6.3
S01000568,110,Aberdeenshire,3409,6,6.25,205,4.9
S01000569,120,Angus,5488,9,23.3,183,4.5
S01000570,120,Angus,4220,12,6.82,190,5.5
S01000571,120,Angus,4308,4,8.33,201,6.1
S01000572,120,Angus,5334,5,8.96,219,3.9
S01000573,120,Angus,5723,3,15.23,232,4.4
S01000574,120,Angus,6219,0,33.9,195,5.4
S01000575,120,Angus,5244,2,10.99,205,4.8
S01000576,120,Angus,5576,0,12.04,196,4.7
S01000577,120,Angus,5059,11,11.67,207,5.9
S01000578,120,Angus,5697,2,14.29,203,4.2
S01000579,120,Angus,5503,4,15.13,226,4.6
S01000580,120,Angus,6068,1,15.58,205,4.4
S01000581,120,Angus,5410,3,15.6,175,4.9
S01000582,120,Angus,3476,8,6.08,181,5.2
S01000583,120,Angus,4109,5,10.53,178,5.2
S01000584,120,Angus,2840,2,*,147,6.7
S01000585,120,Angus,2796,9.375,5.24,191,6.9
S01000586,120,Angus,4269,5,7.94,133,5.3
S01000587,120,Angus,2247,7,5.73,211,7.4
S01000588,120,Angus,5768,3,19.51,179,4.8
S01000589,120,Angus,4583,4,6.56,169,4.7
S01000590,120,Angus,5184,7,11.82,225,4.5
S01000591,120,Angus,5698,2,16.04,176,4.5
S01000592,120,Angus,3461,9,6.03,163,6.4
S01000593,120,Angus,4783,1,17.58,218,4.8
S01000594,120,Angus,5484,2,16.75,190,4.6
S01000595,120,Angus,5175,1,12.73,211,5.5
S01000596,120,Angus,5772,2,14.09,209,4.3
S01000597,120,Angus,5312,8,11.36,183,4.7
S01000598,120,Angus,4543,11,13.53,224,4.6
S01000599,120,Angus,5064,3,12.44,171,5.7
S01000600,120,Angus,4098,2.5,6.61,162,5.1
S01000601,120,Angus,4347,3,17.42,184,5.3
S01000602,120,Angus,3534,6,12.66,177,6.9
S01000603,120,Angus,4929,4,18.79,201,5.7
S01000604,120,Angus,5072,2,10.63,214,4.8
S01000605,120,Angus,5466,2,16.67,139,4.4
S01000606,120,Angus,1750,13,*,187,6.8
S01000607,120,Angus,4755,3,14.29,118,5.4
S01000608,120,Angus,1283,18,6.86,141,8.3
S01000609,120,Angus,1943,16,7,130,7.2
S01000610,120,Angus,1518,15,6.31,119,8.8
S01000611,120,Angus,1423,24,*,163,7.3
S01000612,120,Angus,2894,12.5,7.19,203,6.3
S01000613,120,Angus,5145,4,20.49,194,5.6
S01000614,120,Angus,3247,10,5.31,154,6.2
S01000615,120,Angus,2492,39,*,180,4.6
S01000616,120,Angus,3744,6,8.72,188,5.8
S01000617,120,Angus,4153,3,10.71,169,5.6
S01000618,120,Angus,3315,11.25,10.26,146,6
S01000619,120,Angus,3302,2,*,115,6
S01000620,120,Angus,628,20,*,172,8.3
S01000621,120,Angus,2885,6,*,108,7
S01000622,120,Angus,1169,9.375,*,142,7.9
S01000623,120,Angus,2043,8,*,170,6.5
S01000624,120,Angus,2345,21,5.98,121,6.3
S01000625,120,Angus,642,26,*,85,7.3
S01000626,120,Angus,208,20,*,169,8.4
S01000627,120,Angus,1913,15,*,128,5.9
S01000628,120,Angus,1118,15,*,164,7.4
S01000629,120,Angus,3743,6,7.35,191,6.3
S01000630,120,Angus,3071,16,*,151,5.2
S01000631,120,Angus,1464,21,*,224,6.7
S01000632,120,Angus,4852,0,8.7,174,6.4
S01000633,120,Angus,4185,6,14.16,154,5
S01000634,120,Angus,2403,10,*,144,6.7
S01000635,120,Angus,2206,13,*,177,6.2
S01000636,120,Angus,3830,8,5.41,197,4.2
S01000637,120,Angus,4331,6,7.32,174,5.2
S01000638,120,Angus,3628,5,*,192,6.4
S01000639,120,Angus,4758,3.125,15.15,197,4.7
S01000640,120,Angus,4272,7,9.9,222,5.7
S01000641,120,Angus,5221,4,10.77,205,5.2
S01000642,120,Angus,4831,7,15.11,205,5.3
S01000643,120,Angus,4491,2,12.04,178,6.6
S01000644,120,Angus,4243,10,12.87,173,5.3
S01000645,120,Angus,3811,9,13.16,224,5.5
S01000646,120,Angus,4380,7,8.18,169,5.9
S01000647,120,Angus,2584,8,*,157,6.3
S01000648,120,Angus,1602,16,5.11,212,6.8
S01000649,120,Angus,5091,8,16.67,167,4.6
S01000650,120,Angus,2668,4,*,222,5.7
S01000651,120,Angus,3646,16.25,8.22,216,6.8
S01000652,120,Angus,5113,5,11.82,169,4.4
S01000653,120,Angus,2701,16,8.59,175,6.3
S01000654,120,Angus,2243,10,*,166,7.5
S01000655,120,Angus,1432,33,*,139,7.2
S01000656,120,Angus,1552,15,*,175,6.7
S01000657,120,Angus,2445,21,6.03,166,6.1
S01000658,120,Angus,2007,10,*,224,7.1
S01000659,120,Angus,5321,5,15.86,242,4.5
S01000660,120,Angus,5940,5,19.17,199,4.2
S01000661,120,Angus,4074,2,*,239,5.5
S01000662,120,Angus,4899,8,5.77,233,4.4
S01000663,120,Angus,4996,3,10.57,145,4.8
S01000664,120,Angus,2707,11.25,7.01,226,6
S01000665,120,Angus,5061,3,*,206,3.6
S01000666,120,Angus,4456,7,9.62,165,6.1
S01000667,120,Angus,3654,8,9.59,161,5.4
S01000668,120,Angus,2431,10,*,215,6.1
S01000669,120,Angus,3889,8,10.14,217,7.4
S01000670,120,Angus,4163,11,8.66,198,4.9
S01000671,120,Angus,4769,2,11.93,178,5.4
S01000672,120,Angus,3186,11,5.76,217,6.2
S01000673,120,Angus,5309,8,11.21,178,4.2
S01000674,120,Angus,3398,2,*,204,6.3
S01000675,120,Angus,5364,10,17.19,157,4.5
S01000676,120,Angus,3022,18,5.45,137,4.9
S01000677,120,Angus,2244,13,5.88,162,6.8
S01000678,120,Angus,3030,4,*,128,5.9
S01000679,120,Angus,945,17,*,154,7.6
S01000680,120,Angus,2019,12,*,164,7.5
S01000681,120,Angus,2436,15,*,128,6.6
S01000682,120,Angus,2166,5,5.59,155,8
S01000683,120,Angus,3641,4,11.86,174,5.6
S01000684,120,Angus,2285,8,*,194,7.6
S01000685,120,Angus,5556,0,13.04,160,3.8
S01000686,120,Angus,2677,8,*,126,6.6
S01000687,120,Angus,1870,13,8.33,159,6.1
S01000688,120,Angus,3054,8,6.48,172,5.9
S01000689,120,Angus,3768,10,17.05,180,5.7
S01000690,120,Angus,4323,10,14.67,160,5.1
S01000691,120,Angus,2651,11,7.63,119,5.5
S01000692,120,Angus,594,26,*,132,9.5
S01000693,120,Angus,1012,30,*,165,8.2
S01000694,120,Angus,2742,9,*,145,4.8
S01000695,120,Angus,2409,18,7.05,172,6.1
S01000696,120,Angus,3219,9,8,162,6.5
S01000697,120,Angus,3111,21,8,136,5.6
S01000698,120,Angus,2566,5,7.61,148,6.8
S01000699,120,Angus,2507,2,*,167,6.8
S01000700,120,Angus,3222,11,7.47,176,5.4
S01000701,120,Angus,5037,1,13.33,164,4.9
S01000702,120,Angus,4553,4,9.88,162,4.6
S01000703,120,Angus,2861,8,6.36,180,6.2
S01000704,120,Angus,4125,2,7.8,193,4.9
S01000705,120,Angus,5025,6,6.84,167,3.9
S01000706,120,Angus,4694,2.5,14.71,196,4.7
S01000707,120,Angus,4699,0,7.45,237,5.3
S01000708,120,Angus,5693,4,19.18,176,4.5
S01000709,120,Angus,4588,7,13.89,157,4.4
S01000710,120,Angus,3598,8,13.79,223,5.7
S01000711,130,Argyll & Bute,5034,2,7.22,208,4.1
S01000712,130,Argyll & Bute,5504,0,23.4,177,5.8
S01000713,130,Argyll & Bute,3272,5,7.39,185,4.5
S01000714,130,Argyll & Bute,3826,10,10.53,173,4.7
S01000715,130,Argyll & Bute,2972,9.375,6.56,159,6.5
S01000716,130,Argyll & Bute,1929,17,*,119,7
S01000717,130,Argyll & Bute,581,20,*,168,7.1
S01000718,130,Argyll & Bute,1642,13,*,204,6
S01000719,130,Argyll & Bute,5131,4,18.18,202,5.1
S01000720,130,Argyll & Bute,4065,14,10.77,194,5.4
S01000721,130,Argyll & Bute,3567,7,13.28,202,6.7
S01000722,130,Argyll & Bute,3049,8,7.19,225,6.8
S01000723,130,Argyll & Bute,4440,3.125,7.22,155,5.5
S01000724,130,Argyll & Bute,2260,7,*,240,7.1
S01000725,130,Argyll & Bute,5605,7,15.29,204,4.7
S01000726,130,Argyll & Bute,3466,5,*,160,6.9
S01000727,130,Argyll & Bute,1964,14,*,191,6.3
S01000728,130,Argyll & Bute,4629,3,11.21,162,4.6
S01000729,130,Argyll & Bute,2929,16,15,168,5.8
S01000730,130,Argyll & Bute,2610,8,5.48,129,6.7
S01000731,130,Argyll & Bute,1100,30,*,141,7.5
S01000732,130,Argyll & Bute,1193,26,*,148,7.3
S01000733,130,Argyll & Bute,1608,15,*,211,8.8
S01000734,130,Argyll & Bute,5411,6,14.79,160,4.4
S01000735,130,Argyll & Bute,4108,6.25,8.33,196,5.5
S01000736,130,Argyll & Bute,4300,20,10.23,138,4.6
S01000737,130,Argyll & Bute,1950,10,*,192,6.6
S01000738,130,Argyll & Bute,3965,6,7.59,186,5.1
S01000739,130,Argyll & Bute,3183,14.0625,*,158,4.8
S01000740,130,Argyll & Bute,2533,7,*,223,8
S01000741,130,Argyll & Bute,4963,3,7.04,186,5.2
S01000742,130,Argyll & Bute,4643,0,13.89,221,6.5
S01000743,130,Argyll & Bute,5501,2,17.48,202,5.5
S01000744,130,Argyll & Bute,3728,8.75,8.11,177,6.3
S01000745,130,Argyll & Bute,3367,12,9.73,171,6.2
S01000746,130,Argyll & Bute,2741,19,7.77,206,6.6
S01000747,130,Argyll & Bute,3424,8,6.45,160,7.2
S01000748,130,Argyll & Bute,1613,24,6.84,140,7.8
S01000749,130,Argyll & Bute,705,24,5.26,207,10.1
S01000750,130,Argyll & Bute,4580,3,7.59,223,5.3
S01000751,130,Argyll & Bute,5575,3,14.41,163,6
S01000752,130,Argyll & Bute,1802,10,*,176,7.6
S01000753,130,Argyll & Bute,3332,8,6.21,174,5.9
S01000754,130,Argyll & Bute,3115,19,10.53,223,8
S01000755,130,Argyll & Bute,3954,4,*,197,6.3
S01000756,130,Argyll & Bute,3614,10,*,183,6.2
S01000757,130,Argyll & Bute,3440,12.5,*,209,5.8
S01000758,130,Argyll & Bute,5799,2,15.46,187,4.3
S01000759,130,Argyll & Bute,2589,9,5.85,213,8
S01000760,130,Argyll & Bute,4501,7,*,218,4.5
S01000761,130,Argyll & Bute,4971,0,7.32,202,5.5
S01000762,130,Argyll & Bute,4759,6,6.99,220,5.4
S01000763,130,Argyll & Bute,5569,1.5625,11.19,220,4.9
S01000764,130,Argyll & Bute,5052,5,9.87,176,5
S01000765,130,Argyll & Bute,4268,4,9.66,210,7.4
S01000766,130,Argyll & Bute,4523,10,9.42,121,5.5
S01000767,130,Argyll & Bute,530,22,*,141,10.2
S01000768,130,Argyll & Bute,2289,18,6.25,170,7.5
S01000769,130,Argyll & Bute,3122,19,*,141,5.3
S01000770,130,Argyll & Bute,1052,16,6.57,176,9.1
S01000771,130,Argyll & Bute,4826,2,11.56,240,5.9
S01000772,130,Argyll & Bute,5934,4,14.61,169,4.9
S01000773,130,Argyll & Bute,4127,7,12.88,148,5.6
S01000774,130,Argyll & Bute,2606,18,6.6,240,6.8
S01000775,130,Argyll & Bute,6184,1,9.42,240,4.2
S01000776,130,Argyll & Bute,6001,6,11.82,148,3.9
S01000777,130,Argyll & Bute,2538,8,*,223,7.6
S01000778,130,Argyll & Bute,6122,5,12.5,193,3.8
S01000779,130,Argyll & Bute,4739,5,9.74,118,4.7
S01000780,130,Argyll & Bute,959,18,*,224,10.3
S01000781,130,Argyll & Bute,6263,2,25.16,236,4.2
S01000782,130,Argyll & Bute,6126,1,15.23,194,4.6
S01000783,130,Argyll & Bute,4702,6,13.48,203,6.6
S01000784,130,Argyll & Bute,6201,2,26.83,195,4.3
S01000785,130,Argyll & Bute,4874,0,9.92,202,5.4
S01000786,130,Argyll & Bute,5202,4,13.21,210,5.8
S01000787,130,Argyll & Bute,5250,2,18.64,204,5.9
S01000788,130,Argyll & Bute,5103,10,14.91,197,5
S01000789,130,Argyll & Bute,4131,6,7.55,196,5.2
S01000790,130,Argyll & Bute,5712,6,19.74,183,4.8
S01000791,130,Argyll & Bute,3692,3,11.54,155,6
S01000792,130,Argyll & Bute,5005,2.5,11.02,175,5
S01000793,130,Argyll & Bute,3877,10,15.45,172,5.8
S01000794,130,Argyll & Bute,3453,7,5.88,193,5.4
S01000795,130,Argyll & Bute,4231,9,8.84,229,4.9
S01000796,130,Argyll & Bute,5430,4,16,165,4.8
S01000797,130,Argyll & Bute,2752,10,*,147,6.5
S01000798,130,Argyll & Bute,1844,5,*,165,7.2
S01000799,130,Argyll & Bute,5463,3,5.7,162,5.1
S01000800,130,Argyll & Bute,3019,5,5.59,205,7.4
S01000801,130,Argyll & Bute,4669,2,7.53,218,5.2
S01000802,130,Argyll & Bute,4689,10,6.25,215,4.2
S01000803,130,Argyll & Bute,5188,10,18.49,192,5.4
S01000804,130,Argyll & Bute,3569,11,5.17,199,5.7
S01000805,130,Argyll & Bute,4166,7.5,11.25,184,5.6
S01000806,130,Argyll & Bute,5358,4,22.67,183,4.8
S01000807,130,Argyll & Bute,3686,2,5.05,182,5.2
S01000808,130,Argyll & Bute,4085,4,9.84,184,7
S01000809,130,Argyll & Bute,3334,7,5.97,167,7
S01000810,130,Argyll & Bute,4509,4,16.85,229,6.2
S01000811,130,Argyll & Bute,5427,2,6.34,154,5.1
S01000812,130,Argyll & Bute,2352,13,5.23,170,6.7
S01000813,130,Argyll & Bute,3819,11,11.81,140,5.3
S01000814,130,Argyll & Bute,1111,12,*,138,7.9
S01000815,130,Argyll & Bute,898,11,*,136,8
S01000816,130,Argyll & Bute,1272,20,*,170,8.8
S01000817,130,Argyll & Bute,2853,2,*,208,6
S01000818,130,Argyll & Bute,4364,5,8.18,208,6
S01000819,130,Argyll & Bute,4096,2,5.8,204,6.2
S01000820,130,Argyll & Bute,5298,4,18.28,146,4.8
S01000821,130,Argyll & Bute,2414,12.5,*,197,6.4
S01000822,130,Argyll & Bute,3790,16,7.59,164,5.2
S01000823,130,Argyll & Bute,3357,0,5.75,179,5.5
S01000824,130,Argyll & Bute,4500,2.5,13.79,205,5.5
S01000825,130,Argyll & Bute,5246,1.5625,12.99,138,5.9
S01000826,130,Argyll & Bute,2253,10,9.2,183,6.8
S01000827,130,Argyll & Bute,4361,3,7.45,185,5.3
S01000828,130,Argyll & Bute,4461,7,12.98,190,5.3
S01000829,130,Argyll & Bute,4168,2,11.84,211,6.7
S01000830,130,Argyll & Bute,5594,0,19.33,203,5
S01000831,130,Argyll & Bute,3999,4,5.71,187,6
S01000832,130,Argyll & Bute,4425,3,8.11,159,4.8
S01000833,150,Clackmannanshire,1722,11,*,172,7.4
S01000834,150,Clackmannanshire,1955,12.5,*,152,7.7
S01000835,150,Clackmannanshire,1030,22,*,111,8.4
S01000836,150,Clackmannanshire,176,28,*,154,9.6
S01000837,150,Clackmannanshire,1173,24,*,183,9.1
S01000838,150,Clackmannanshire,2807,8,7.61,182,7.2
S01000839,150,Clackmannanshire,3858,12,6.8,150,4.5
S01000840,150,Clackmannanshire,713,20.3125,*,133,7.1
S01000841,150,Clackmannanshire,164,30,*,219,9.1
S01000842,150,Clackmannanshire,4910,5,8.47,218,4.4
S01000843,150,Clackmannanshire,4741,8,7.5,153,4.8
S01000844,150,Clackmannanshire,2339,15,9.03,215,7.2
S01000845,150,Clackmannanshire,4847,2,9.78,162,5.1
S01000846,150,Clackmannanshire,846,26,*,182,7.7
S01000847,150,Clackmannanshire,3551,21,8.97,188,4.9
S01000848,150,Clackmannanshire,3901,5,6.84,207,6.1
S01000849,150,Clackmannanshire,4539,1,9.01,179,4.8
S01000850,150,Clackmannanshire,2331,16,*,231,6.4
S01000851,150,Clackmannanshire,5382,5,6.33,172,4.1
S01000852,150,Clackmannanshire,2594,14,*,174,5.4
S01000853,150,Clackmannanshire,1567,18.75,*,144,6.4
S01000854,150,Clackmannanshire,1181,15,*,175,7.8
S01000855,150,Clackmannanshire,3412,8,8.48,143,6
S01000856,150,Clackmannanshire,380,20,*,179,9.7
S01000857,150,Clackmannanshire,3051,10,*,179,4.5
S01000858,150,Clackmannanshire,4221,9,7.31,201,5.1
S01000859,150,Clackmannanshire,4559,8,9.44,121,4.7
S01000860,150,Clackmannanshire,286,37.5,*,205,8.6
S01000861,150,Clackmannanshire,5218,4,10.11,211,3.9
S01000862,150,Clackmannanshire,5121,7,8.33,150,4.3
S01000863,150,Clackmannanshire,2544,4,7.22,190,6.4
S01000864,150,Clackmannanshire,3530,7,7.69,160,5.6
S01000865,150,Clackmannanshire,2280,13,*,144,5.8
S01000866,150,Clackmannanshire,485,13,*,140,8.6
S01000867,150,Clackmannanshire,883,22,*,147,8.7
S01000868,150,Clackmannanshire,523,16,*,127,11
S01000869,150,Clackmannanshire,214,22,*,144,9.2
S01000870,150,Clackmannanshire,426,15,*,180,9.1
S01000871,150,Clackmannanshire,3501,11,13.16,249,5.6
S01000872,150,Clackmannanshire,4620,10,9.64,179,4.9
S01000873,150,Clackmannanshire,2098,8,6.79,195,7.1
S01000874,150,Clackmannanshire,1480,12,*,208,6.4
S01000875,150,Clackmannanshire,3519,9,5.45,231,5.8
S01000876,150,Clackmannanshire,3903,16,5.88,160,5
S01000877,150,Clackmannanshire,1808,15,*,258,8
S01000878,150,Clackmannanshire,5711,5,11.48,190,5.1
S01000879,150,Clackmannanshire,5883,3,41.98,260,5.5
S01000880,150,Clackmannanshire,5853,6,12.99,206,4.8
S01000881,150,Clackmannanshire,2248,18,*,215,8
S01000882,150,Clackmannanshire,3847,9,8.64,217,6.3
S01000883,150,Clackmannanshire,3814,12,8.42,220,5.9
S01000884,150,Clackmannanshire,4650,10,15.58,260,4.6
S01000885,150,Clackmannanshire,6268,2,24.49,230,4.3
S01000886,150,Clackmannanshire,3784,7,5.81,224,6.3
S01000887,150,Clackmannanshire,4437,12,8.46,240,5.7
S01000888,150,Clackmannanshire,3667,20,9.57,189,5.9
S01000889,150,Clackmannanshire,3070,11,7.56,237,6.6
S01000890,150,Clackmannanshire,3720,13,*,227,5.3
S01000891,150,Clackmannanshire,5701,3,16.59,254,5.1
S01000892,150,Clackmannanshire,6412,2,38.67,227,3.9
S01000893,150,Clackmannanshire,6410,0,30.69,247,4.1
S01000894,150,Clackmannanshire,4661,7,*,245,7
S01000895,150,Clackmannanshire,5152,20,13.39,266,5.2
S01000896,150,Clackmannanshire,6446,3,23.75,190,2.8
S01000897,170,Dumfries & Galloway,3531,14,7.95,145,5
S01000898,170,Dumfries & Galloway,2562,6,6.32,125,7.2
S01000899,170,Dumfries & Galloway,827,7,*,191,7.6
S01000900,170,Dumfries & Galloway,3815,1,6.48,194,6.4
S01000901,170,Dumfries & Galloway,4324,0,8.33,285,5.1
S01000902,170,Dumfries & Galloway,4834,6.25,6.42,168,5.9
S01000903,170,Dumfries & Galloway,3244,3.75,7.02,156,5.9
S01000904,170,Dumfries & Galloway,2510,5,*,319,6.1
S01000905,170,Dumfries & Galloway,5963,0,19.48,294,7.6
S01000906,170,Dumfries & Galloway,5602,0,12.86,272,5.2
S01000907,170,Dumfries & Galloway,4811,2,5.65,247,6.2
S01000908,170,Dumfries & Galloway,3668,6,*,287,6.8
S01000909,170,Dumfries & Galloway,5256,1,8.33,152,6.1
S01000910,170,Dumfries & Galloway,2452,4,7.3,311,6.7
S01000911,170,Dumfries & Galloway,5984,4,17.7,177,5.3
S01000912,170,Dumfries & Galloway,2980,3,6.36,295,6.6
S01000913,170,Dumfries & Galloway,5094,4,7.95,207,7.7
S01000914,170,Dumfries & Galloway,4824,3,11.9,173,6
S01000915,170,Dumfries & Galloway,3753,2,6.56,160,5.8
S01000916,170,Dumfries & Galloway,2876,7,6.61,204,6.1
S01000917,170,Dumfries & Galloway,3484,8,11.11,163,7.3
S01000918,170,Dumfries & Galloway,2717,7,8,203,7.5
S01000919,170,Dumfries & Galloway,3499,3,*,195,4.9
S01000920,170,Dumfries & Galloway,4635,4,18.06,189,5.5
S01000921,170,Dumfries & Galloway,4574,0,12.84,169,4.7
S01000922,170,Dumfries & Galloway,3485,5,10.67,170,5.7
S01000923,170,Dumfries & Galloway,2124,14,5.04,126,7.3
S01000924,170,Dumfries & Galloway,1629,7,6.9,155,7.1
S01000925,170,Dumfries & Galloway,2530,16,6.04,145,6.1
S01000926,170,Dumfries & Galloway,2108,22,*,136,5.6
S01000927,170,Dumfries & Galloway,1678,9,*,244,6.6
S01000928,170,Dumfries & Galloway,2985,16,*,169,7.2
S01000929,170,Dumfries & Galloway,888,20,*,101,7.1
S01000930,170,Dumfries & Galloway,236,21,*,176,6.8
